Tweet_count,Username,Text,Created At,Retweets,Likes
645,Diputado Daniel Manouchehri,"@fidelsenador Acá el resultado de mi test de drogas. Y el tuyo? También si quieres abrimos las cuentas corrientes. Nada que temer. 
No me intimidas, matón. https://t.co/NIbFnPIHcx",Thu Sep 05 02:07:18 +0000 2024,745,2816
646,Corrientes Hoy,"TREMENDO! Un conocido político liberal de Corrientes, preso en su casa por corrupción de menores https://t.co/CrnveqPx5u https://t.co/0jNfaa8iqH",Tue Sep 10 18:05:35 +0000 2024,0,0
647,Corrientes Hoy,DETENIDOS A GRANEL! Operativo policial en Corrientes https://t.co/cXQnKJrdhR https://t.co/dTmeEfHkV2,Wed Sep 11 00:55:05 +0000 2024,1,1
648,Luis Sanchez,"CORRIENTES Y SUS ""BUENAS COSTUMBRES""?? ...YY DONDE ESTÁ LOAN?....",Wed Sep 11 01:23:35 +0000 2024,1,4
649,César Palma 🌴,"Así es, esas 2 corrientes políticas pedorras son el cáncer de este país.",Thu Sep 12 14:41:55 +0000 2024,1,5
650,flo🐽,Necesito una farmacia en aguas corrientes bo,Tue Sep 10 17:12:23 +0000 2024,0,2
651,Carpincho de Derecha (Right-wing Capybara),"En la Filcar de este flaco, a 20 cuadras del Obelisco era ""Terra Incógnita"". Menos calle... 🤦🏻‍♂️
Jamás vio los gringos de Córdoba, Misiones, Chaco, Formosa, Corrientes, Santa Fe, Prov Bs As, Mendoza, incluso en el NOA. Y ni hablar de La Pampa y Patagonia.",Wed Sep 11 16:53:21 +0000 2024,0,4
652,Corrientes Hoy,Elon Musk en Corrientes: Provincia le comprará antenas para transmisión de internet https://t.co/NsvCIAfMJS https://t.co/quDvh4pQd0,Tue Sep 10 15:11:06 +0000 2024,1,0
653,Marchi,recién es martes y no hice una verga. mañana ojalá me choquen en pleno san juan y corrientes,Wed Sep 11 01:56:09 +0000 2024,0,2
654,Luis Bahia,"La @UCRNacional se transformó en un prostíbulo y estás prostitutas del poder 👇 mañana traicionarán a los jubilados por 💸💸💸

-@MartinArjol, Misiones.
-@LuisPicat, Córdoba.
-@FedeTournier0, Corrientes.
-@mariano_campero, Tucumán.
-@CerviPablo, Neuquén. https://t.co/FdA5CQUSc0",Tue Sep 10 20:49:42 +0000 2024,16,25
655,Peso Crocante,@PregoneroL No tenés idea Prego. Las rubias del interior Formosa Corrientes hasta Chaco ... Muchas colonias. Vos sos el que no cruza gral paz,Wed Sep 11 16:31:07 +0000 2024,0,2
656,Big Bang News,"🤢 Otro pedófilo en La Libertad Avanza: Sixto ""Yacaré"" Fernández en prisión por el abuso sistemático de una niña de 13 años

👉🏻 ""Yacaré"", estuvo al frente del Partido Liberal de Ituzaingó en Corrientes durante 20 años

(💣 Detalles escabrosos)

https://t.co/Gsu7hF9BcR",Tue Sep 10 16:31:37 +0000 2024,11,6
657,♡ merri,"Veo a los del reality #GanarOServir poner en duda la habilidad de Pangal con otros aparecidos. Pero amigos, ¿A esos los llamaron para rescatar un cuerpo de un río porque nadie podía y tenía la capacidad de manejar esas aguas con corrientes dentro de un tubo? Ahí se las dejo. 😘",Tue Sep 10 21:32:03 +0000 2024,0,6
658,gise 🦂🎸,"Siento que cada que pasa algo, por mín que sea, saltan como si los estuvieran atacando a uds (y es entendible, porque los re queremos) pero ellos aparte de ser personas comunes y corrientes como nosotros, son famosos, tienen y lidian con otro tipo de exposición. No digo que esté+",Wed Sep 11 12:48:33 +0000 2024,0,12
659,Futurock.fm,"DIPUTADOS OFICIALIZÓ LA SESIÓN QUE PODRÍA RECHAZAR EL VETO DE MILEI A LA LEY DE REFORMA JUBILATORIA

👉Hablamos con Manuel Aguirre (@aguirremanuelok), diputado nacional por Corrientes del bloque UCR.

#AhoraDicen | https://t.co/qkB6SdcuRs https://t.co/EmLxvwmJwl",Tue Sep 10 11:20:58 +0000 2024,4,14
660,🌻 Sativus Rabanoir👁 rechacen imitaciones,"Corrientes
Tres cuatro ocho 🎶
Seguuundo piso, ascensor 🎵",Wed Sep 11 20:21:40 +0000 2024,0,5
661,Sofi,"@gabrielaneme Gabi en corrientes Capital,una de tantas seguro señora  que vive de la misma manera,otro cobra el plan de los hijos,sin agua y sin vive y en total miseria 8 hijos 4 de los grandes presos por robo tanta miseria",Wed Sep 11 03:19:20 +0000 2024,1,6
662,Que Pasa Ciudad,"Celulosa Argentina reportó que su grupo Tapebicuá, uno de los grandes complejos forestoindustriales del país, cerró el aserradero de pino San Charbel, en la localidad de Garruchos, Corrientes.

https://t.co/ysjzT94IBD #quepasaciudad

#argentina #aserradero #corrientes #despidos",Tue Sep 10 22:51:29 +0000 2024,1,2
663,Big Bang News,"🤢 Otro pedófilo en La Libertad Avanza: Sixto ""Yacaré"" Fernández en prisión por el abuso sistemático de una niña de 13 años

👉🏻 ""Yacaré"", estuvo al frente del Partido Liberal de Ituzaingó en Corrientes durante 20 años

(💣 Detalles escabrosos)

https://t.co/Gsu7hF9BcR",Tue Sep 10 19:30:00 +0000 2024,2,3
664,Carlox ¡! LA NECEDAD,"Si entran a LA NECEDAD se van a topar una entrevista con Gabriel y Ricardo de Arrecife, una productora que ha traído nuevas corrientes (ja) a los escenarios. 

Hablamos de la sobreoferta en CR, la falta de venues y el behind the scenes de los conciertos 

https://t.co/M9T8eQ0uCm",Wed Sep 11 20:43:25 +0000 2024,0,9
665,No ni na,"@josevico4 @G_Pisarello Pues creo que no se pueden decir mas verdades juntas, este señor habla de DEMOCRACIA, el que se pica es que no es demócrata, es un esbirro del capitalismo, el que tanto daño está haciendo al pueblo llano, solo infla las cuentas corrientes de los cuatro ricos.",Wed Sep 11 11:40:27 +0000 2024,0,5
666,Carlos Flores,"@LuisMiNegocios No Luis Mi, el viejo PRI tenía que dialogar y negociar con la poderosa CTM, con la CNC, con las corrientes dentro del mismo viejo PRI, con el ejército, con empresarios, con el medio dominante, el presidente saliente era presidente en exilio (salvo Echeverria y JOLOPO) los modelos",Wed Sep 11 15:48:18 +0000 2024,0,8
667,Abraham Santos,@LillyTellez Muy elegante el adjetivo. Son CORRIENTES. MUGROSOS,Tue Sep 10 23:31:25 +0000 2024,2,8
668,Mundo Gremial,‼️ #Madera #Recesión #Despidos | El grupo Tapebicuá anunció el cierre del aserradero San Charbel y despidió a los más de 70 trabajadores de su planta en Corrientes https://t.co/x1f36jI2KW,Tue Sep 10 16:13:00 +0000 2024,1,2
669,Kishnamurti,"@ElBigTurkey Es un grupo de palmados este, lo cual no lo digo en sentido peyorativo, sino que eran nicaragüenses comunes y corrientes que su único crimen fue ser opositores al régimen y darse a conocer por ello.",Wed Sep 11 19:29:46 +0000 2024,0,3
670,IFCEZE,"Lo Celso y Acuña, aunque no lo crean son prioridad sobre GARNACHO Y DYBALA.",Tue Sep 10 22:06:18 +0000 2024,1,6
671,Corrientes 348,"Uno que plagia de todo se ríe y critica al resto, en fin, este sí que está para callarse pero en todo.
@Rimembahdashit @adavidflores",Tue Sep 10 19:20:54 +0000 2024,3,9
672,Infobae América,"Una turista de 22 años desapareció tras ser arrastrada por las corrientes en una playa de Puerto Rico | Por Kevin Moreno
https://t.co/1vLXl1VgHo",Wed Sep 11 20:15:00 +0000 2024,0,2
673,Cristian,"Misiones y corrientes podridisimos

En el resto de las provincias es igual o es la cercanía con la frontera y los delitos que se dan en esa zona?
Y Formosa?",Tue Sep 10 22:03:26 +0000 2024,3,6
674,CONFEDERADA1 CUNEO LO DIJO,"🔴🔴🔴 Apareció otro #Pedófilo!!! Sixto Omar Yacaré Fernández #Corrientes #Misiones
Venta de armas venta de órganos #Loan #Guadalupe
#NatachaJait 

#Mendoza #Cuneo #LujanDeCuyo @QuintelaRicardo #LaRioja #Congreso #LaRioja #Retiro #Palito #Charly 
#PlazaSanMartín #Cordoba #780AM https://t.co/WZwGa18yfO",Wed Sep 11 17:40:21 +0000 2024,5,21
675,El Ciudadano,"Detuvieron al referente del Partido Liberal de Corrientes por tenencia de material de abuso sexual infantil. Se trata de Sixto Omar Fernández, un exconcejal de 77 años, quien tiene prisión domiciliaria en su casa de Ituzaingó

https://t.co/F67BlJab90",Tue Sep 10 19:31:32 +0000 2024,6,5
676,Luca Bonfante,"Por último, hablar del ""trotskismo"" universitario sin diferenciar las experiencias entre corrientes tampoco permite sacar conclusiones. Salvo que lxs compañerxs de la Emergente quieran hacerse cargo de lo que hace La Cámpora...",Tue Sep 10 21:02:44 +0000 2024,0,7
677,Cultura Del Tango,"Una noche de 1962 las marquesinas del teatro Presidente Alvear de la calle Corrientes al 1600, anuncian a Tita Merello encabezando la puesta en escena en esa sala de la obra “La Moreira”. https://t.co/hJqSRhuPs5",Wed Sep 11 03:43:05 +0000 2024,0,29
678,Franz Fraude,"@AlertaMundoNews Trump lo único que repite: MARXISMO, MARXISMO, MARXISMO, ETC, Siempre en el discurso conservador existe y repite el mismo concepto, sin entender que dentro del progresismo existe una diversa cantidad de corrientes filosóficas, económicas, políticas, etc.",Wed Sep 11 01:59:48 +0000 2024,2,22
679,Jordi De Niro,"Una cosa que me ha fascinado de Buenos Aires es que su microcentro, cuadrícula plana casi perfecta, está repleta de calles o avenidas (estrechas y anchas) que se perciben como infinitas. No hay árboles ni nada que no permita ver el fondo.

Corrientes &amp; Pres. Roque Sáenz Peña https://t.co/5FtYkEbdQk",Wed Sep 11 20:22:08 +0000 2024,0,18
680,Condesa de Chetoslovaquia 🎗 🦆,"primo, el Santa Clara. Una de las chicas compartió un artículo que perdí en mi vieja pc y quiero compartirlo con uds en el Día del Maestro porque así lo nombra quien escribió:
https://t.co/RzKVbWxfl3",Wed Sep 11 22:57:55 +0000 2024,0,3
681,Ángel 🦉,"Seguiría sumergido en corrientes de la filosofía idealista si no hubiese reconocido en los desarrollos del materialismo discontinuista la crítica inherente a la hipostatización. No solo me ayudaron los manuscritos de Marx, si no también Gustavo Bueno y muchos de sus pupilos.",Wed Sep 11 11:27:50 +0000 2024,0,13
682,Ministerio de ITC,"En representación del @corrientesgob, la ministra de Industria, Trabajo y Comercio, Mariel Gabur, junto a la Senadora Nacional por Corrientes, Gabriela Valenzuela, participaron del Congreso Internacional, organizado por la Confederación Intercooperativa Agropecuaria (CONINAGRO). https://t.co/GF9cVOEN56",Tue Sep 10 17:51:02 +0000 2024,2,3
683,Diario El Litoral,"¡Buen día #Corrientes! 

Este miércoles tendremos una temperatura máxima de 29 °C y una mínima de 14°C, según el #SMN.

¡Excelente jornada para todos y todas!
👉🏻Toda la información en https://t.co/qm27t9l7gF https://t.co/Tdg7sQWANn",Wed Sep 11 10:01:47 +0000 2024,0,3
684,Jorge E. Gómez,Se irán con las cuentas corrientes llenas gracias a ti 🌳to !!! https://t.co/hXFHgGZQLR,Tue Sep 10 16:07:53 +0000 2024,90,69
685,Mariana Campos,"Otro libertario pedofilo detenido, ahora en Corrientes, se trata de Omar Fernández referente del partido liberal al que le encontraron más de 500 videos y fotos de menores. Enfermos! https://t.co/RNbS7TLdYB",Tue Sep 10 20:21:36 +0000 2024,215,210
686,Atom,che qué está pasando en Corrientes son todos tocanenes?????,Tue Sep 10 17:13:53 +0000 2024,0,10
687,Mauricio Daza,"Seguramente ahí ya no está la información importante… deberían revisar sus cuentas corrientes, las de su pareja y las de los abogados de la empresa Bielorrusa que benefició…",Wed Sep 11 16:17:48 +0000 2024,582,1110
688,José Molina,"Que corrientes se ven y escuchan los y las senadoras de Morena al tomar el micrófono. 

Me entristece que ninguno tenga opinión o criterio propio, parece que leen un guión escrito. Entre ellos se van a terminar comiendo y en el futuro encarcelando gracias a esta reforma.",Wed Sep 11 05:39:12 +0000 2024,0,3
689,MUY Interesante,"Las corrientes son fuerzas poderosas que influyen en el clima global, la biodiversidad marina y los patrones climáticos. Descubre por qué estas corrientes son tan esenciales para nuestro planeta. https://t.co/MG88X9CY5U https://t.co/GjbV3Ly5W8",Wed Sep 11 18:25:02 +0000 2024,2,16
690,nane,pk los hombres huelen TAN ASKEROSO NO SE BAÑAN O QUE ENCIMA SUS PERFUMES CORRIENTES QUE HIELEN A MEDICINA me dan ganas de vomitar,Wed Sep 11 14:18:12 +0000 2024,0,2
691,Primera Edición,"📌La mujer que descubrió a #Kiczka recibió su #recompensa
👉Pagaron 5 millones de pesos a la vecina del camping de Loreto (Corrientes) que avisó del paradero del diputado provincial acusado de pedofilia.
🔽🔽🔽
https://t.co/N0jqJi7GfU",Wed Sep 11 20:19:51 +0000 2024,2,2
692,Hernán Huerga (Hache),"Una consulta diputado #FedericoTournier @FedeTournier0 #UCR #Corrientes, de que carajo se ríe?
La  justicia investiga a estos delincuentes que cambiaron el voto y seguramente sus patrimonios?

#Garca #Presupuesto2025 #Loan #Rial #MartinFierro #Urgente #Pontifex #MartinFierro2024 https://t.co/D40CQW2wJj",Tue Sep 10 18:18:40 +0000 2024,17,20
693,Luis Ricardo Rivas,"@luis_pinedo_ No lo considere dictadura. En los últimos 35 años, todas las corrientes políticas, aexcepción de la izquierda, nos han gobernado. Cada una esforzada en demostrar en ser peor que la otra.
Al final, los panameños somos animales a la hora de votar...",Tue Sep 10 20:19:56 +0000 2024,1,3
694,Diego,Los corrientes de mi salon no saben ni lo que cuesta una crema de skin care y el profe de economía todavía quiere incluirlos en la clase,Wed Sep 11 15:18:02 +0000 2024,0,4
695,Con Datos Mejor,"Familias y Empresas tienen fecha de constitución y gastos iniciales que afrontar que justifican el endeudamiento.

¿Qué gastos iniciales tiene que afrontar en 2024 un país que lleva constituido varios siglos?

Ni familias ni empresas se endeudan para gastos corrientes.",Wed Sep 11 12:10:56 +0000 2024,1,4
696,Daniel Pérez Alegre,"Fidelity rebaja las comisiones de sus fondos indexados con divisa cubierta, así quedarían los nuevos gastos corrientes https://t.co/q8Y6aJO8G0",Wed Sep 11 09:08:30 +0000 2024,1,21
697,Lola 💚🇪🇦💚,"@VOX_Cataluna Qué lo hagan en su país, que allí se lo van a pasar súper bien.
Hala, cerrar al salir, que se notan corrientes malas para España.",Wed Sep 11 01:27:41 +0000 2024,1,3
698,Norte Corrientes,"Los colores del día.. sepia, rojo  y blanco #incendios #humo @Rasho https://t.co/S3O3GpU96L",Wed Sep 11 19:48:25 +0000 2024,0,3
699,Municipalidad de Corrientes,"Ofrecimos acompañamiento, capacitación e incentivos para que puedan desarrollar una actividad productiva sin utilizar a los animales 💪🏻 Los caballos entregados irán a la base Esperanza y junto a la Fundación Dolly les brindaremos un nuevo hogar, lejos de la tracción a sangre 🐎 https://t.co/KjQ5B42bR2",Wed Sep 11 11:23:37 +0000 2024,1,3
700,Jesús Dame Paciencia,"@Clonazepamers Lo más jodido es entrar en perfiles de mujeres o no tanto, y ver como chavalas corrientes y normalitas, quieren y proclaman su enorme belleza, siendo como son del montoncito pirulero¡¡",Wed Sep 11 11:36:06 +0000 2024,0,3
701,Meri Decker,"‼️Confirmado, para ser libertario es requisito ser pedófilo y también hdp 
Detuvieron a Sixto Omar Fernández, Consejal libertario de Corrientes por abuso sexual.
Fotografiaba a menores, y con el tiempo las obligaba a tener relaciones con otras personas mientras las filmaba, bajo https://t.co/Y4bgzwPBvu",Tue Sep 10 15:03:02 +0000 2024,43,45
702,Comanditos Con Vzla,"“Exigimos la libertad de todos los presos políticos y nos solidarizamos con el dolor de sus familiares. Exhortamos a la comunidad internacional, a los Estados democráticos y a las organizaciones de DD.HH a seguir muy de cerca estos hechos”

➡️ Comunicado: https://t.co/1sFAG8IBJU https://t.co/Icnty6Lu5S",Tue Sep 10 15:24:54 +0000 2024,96,125
703,Tiempo Argentino,"🔴 Detuvieron al referente del Partido Liberal de Corrientes por tenencia de material de abuso sexual infantil.

https://t.co/a1zETKx3K6 https://t.co/elD7SFZJ5s",Tue Sep 10 17:45:01 +0000 2024,192,177
704,Jesica Calcagno,"Diputados de la UCR con Milei hoy en Casa Rosada, en la previa a sesión por el veto a jubilaciones.
Picat (Córdoba), Tournier (Corrientes), Cervi (Neuquén), Campero (Tucumán), Arjol (Misiones) https://t.co/OhJkC2qVTs",Tue Sep 10 14:51:37 +0000 2024,33,58
705,NWS San Juan,"[Sept 10th] 
🏖️There is a moderate rip current risk for N &amp; E Puerto Rico, as well as for Culebra. Low risk elsewhere. 
| 
🏖️Existe un riesgo moderado de corrientes marinas para el norte y este de Puerto Rico, como también para Culebra. Riesgo bajo en otras áreas.

#PRwx #USVIwx https://t.co/kMoZY0hjZe",Tue Sep 10 09:23:47 +0000 2024,2,9
706,LIBRES DEL SUR Corrientes,"Gabriel Romero de LIBRES DEL SUR CORRIENTES.
De la entrevista que le hizo el periodista  Silvio Schivalochi. https://t.co/UJ4Igwh4JJ",Tue Sep 10 11:38:19 +0000 2024,3,9
707,minutouno,Corrientes: detuvieron a un dirigente liberal por corrupción de menores https://t.co/INL8RShYtv,Tue Sep 10 22:37:04 +0000 2024,6,1
708,Corrientes Hoy,«Se están comiendo los gatos la gente que entró»: Trump vuelve a difundir el bulo sobre inmigrantes haitianos «comiéndose» a mascotas https://t.co/5QFTO02V2m https://t.co/wgQK7dajEA,Wed Sep 11 08:18:09 +0000 2024,1,0
709,Ministerio de Educación Corrientes,"💚En el Día Mundial para la Prevención del Suicidio, presentamos un nuevo documento para que todas las escuelas de #Corrientes puedan acompañar y brindar el apoyo que los jóvenes necesitan🫂 https://t.co/vFYUsiAJdF",Tue Sep 10 19:19:05 +0000 2024,1,1
710,Señal Colombia,"#ElCalentao🥘 | 🗣️ ""Tenemos la presencia de varios delegados que son parte de corrientes políticas, sociales y económicas distintas a los que podríamos decir representan a nuestro gobierno"": @IvanCepedaCast.

🔴Conéctate con nosotros ▶️ https://t.co/AvDTr5S1Zy https://t.co/b0SbvJ4PJw",Tue Sep 10 13:33:26 +0000 2024,8,9
711,Corrientes Hoy,Trump gana el debate del sofá https://t.co/kuw9AWPFmX https://t.co/6sUD0o6sJg,Wed Sep 11 08:18:06 +0000 2024,0,1
712,mariana buccino,"ATENCION !!!
ALERTA DE @C5N
FUE DETENIDO UN LIDER POLITICO LIBERAL DE @JMILEI EN ITUZAINGO, CORRIENTES PEDOFILIA ABUSADOR DE MENORES LAS FOTOGRAFIABA Y DESNUDABA NIÑAS. OTRO REVERENDO DEGENRADO HDP HAY QUE MATARLOS A TODOS OTRO VIEJO COMO EL.PADRE DEL GOBERNADOR @gustavovaldesok https://t.co/aWk94cvNgm",Tue Sep 10 14:54:47 +0000 2024,48,31
713,Corrientes Hoy,Kamala golpea a Trump y gana las primeras encuestas del debate https://t.co/JkKkqBlCaD https://t.co/XWRrsRZ9Y8,Wed Sep 11 10:17:13 +0000 2024,0,0
714,Corrientes Hoy,Biden pide «rendir cuentas» por la muerte de la activista de EE.UU. que murió de un disparo en la cabeza del Ejército israelí https://t.co/ly223FymZu https://t.co/tV8rvRFdzq,Wed Sep 11 12:17:38 +0000 2024,0,0
715,Corrientes Hoy,Sorpresiva medida en Corrientes: cierran edificio sospechado de corrupción https://t.co/PIzn84jHMO https://t.co/X0qtjBAxw1,Wed Sep 11 14:59:35 +0000 2024,0,0
716,José Luis López de Lizaga,"Una película extraordinaria, quizás la mejor de Costa-Gavras. Y es genial que la protagonice Jack Lemmon, paradigma del ""americano medio"", común y corriente. ¿Sirvió eso para que los americanos comunes y corrientes se enterasen de la participación de USA en el golpe? Ojalá...",Wed Sep 11 14:36:29 +0000 2024,0,3
717,Carla,@elisacarrio @CorrientesGob @FiscalesGobAr @JMilei @PatoBullrich @MinSeguridad_Ar @SeguridadDeCtes  FALTA #LoanDaniloPeña BASTA DE IMPUNIDAD POLÍTICA #Corrientes,Tue Sep 10 23:31:08 +0000 2024,1,2
718,Mariano Obarrio,"Escuchanos lun a vier d 7 a 10 ""Buen Día República"" AM 770 https://t.co/UcCRjAzPn2 youtube R770. Los diputados UCR Tucumán Mariano Campero, Corrientes Federico Tournier, Cordoba Luis Picat, Neuquen Pablo Cervi y Misiones Martín Arjol avalarán el veto d Milei x jubilaciones. Opiná",Wed Sep 11 09:30:28 +0000 2024,12,6
719,Corrientes Hoy,Leonardo Mainoldi refuerza a San Martín de Corrientes para el Interligas https://t.co/noYI8AkNld https://t.co/Gd068vdLow,Wed Sep 11 11:00:36 +0000 2024,0,0
720,Disidente🦁📢🌟🌟🇦🇷,@infobae Son todos pedófilos en Corrientes,Wed Sep 11 01:33:31 +0000 2024,1,3
721,Pablo Hernández,"El FA dentro del PIT CNT estaba en contra.
La Unidad Popular está desde el principio y también muchas otras corrientes. Ahí erra al caracterizar a la Coord. de Sindicatos y no menciona al MONDESS.
La UP va a defender la papeleta antes y después del plebiscito. El FA no.",Tue Sep 10 18:20:03 +0000 2024,0,3
722,Mari,Encima la hora que nos hicieron jugar la próxima que venga colombia en verano nos vamos a Corrientes a jugar a ver si se la bancan a las 3 de la tarde. Conmebol hdp,Tue Sep 10 22:37:49 +0000 2024,0,3
723,Carla,#corrientes es un FEUDO DEVUELVAN A #LoanDaniloPeña @CorrientesGob @MinSeguridad_Ar @PatoBullrich @SenadoArgentina @JMilei @DiputadosAR @SeguridadDeCtes BASTA DE IMPUNIDAD POLÍTICA,Tue Sep 10 16:59:25 +0000 2024,2,2
724,fernando,"@CristianBilba12 Se nos está llenando el país de basura blanca.
Vienen a robarnos y a quitarnos el trabajo y el pan, inseguridad y miedo al blanco pedófilo, putero maltratador, y explotador.
Controles de consumo de drogas, análisis de cuentas corrientes, bienes de familiares, y deportaciones ya.",Tue Sep 10 22:04:15 +0000 2024,0,2
725,Irene ❤️,"Acordate cuando vayas a votar.
Memoria 👇
Los H3j4sd3p4t4 

@LuisPicat /Córdoba
@FedeTournier0 /Corrientes
@mariano_campero / Tucumán
@CerviPablo  
@MartinArjol /Misiones",Tue Sep 10 18:35:55 +0000 2024,21,14
726,Nat,"En el banco, una señora a la empleada (amable): -Tocás el teclado así, para burlarte de mí; a la salida, un señor gritando por Corrientes que dejen de joderlo,que ya sabe quiénes somos. El tejido social roto abandona a los que tenían un cachito de algo de donde agarrarse.",Tue Sep 10 16:23:19 +0000 2024,0,13
727,🅽ONi LoGo 🅰я🅲н™ revolucionaria sin moderación,@AlfredoLecona Doña Corrientes,Wed Sep 11 03:43:51 +0000 2024,2,31
728,DoctoraL18,@MiguePonceDLeon @CronicaTV El mismo nombre . Falleció en la ruta 12 en el 2017 . https://t.co/TNMrLFm1is,Tue Sep 10 20:38:14 +0000 2024,0,2
729,Alex,@puellaok Es todo mafia. Corrientes es literalmente Gotiga. Y de paso a seguir DONDE ESTA LOAN???,Tue Sep 10 18:26:44 +0000 2024,0,2
730,Achaius1,@OOCprogresismo2 Parece chiste pero las nuevas corrientes educan a los más jóvenes a ser estúpidos. Es una pena que se castigue una verdad y se premien los delirios de unos cuantos !,Tue Sep 10 22:28:34 +0000 2024,1,7
731,Juan-Ra,"@manmandangon Dicen los malloneros de Chaco y Corrientes que ellos están cansados de chipá kuerito (Torta frita, visteS) con aceite reciclado de pescado; que si los invitan, ellos aceptan comer esto que pusiste. 🤪😂",Tue Sep 10 16:54:27 +0000 2024,0,2
732,sandra menconi,"Día 90

QUÉ PASÓ CON LOAN?

GOBIERNO de Corrientes, justicia y seguridad cómplices.

90 días, la indolencia y la inhumanidad de los responsables que se cuidan entre sí, sin importarles el sufrimiento de una criatura de 5 años.

#LoanDaniloPeña https://t.co/Ya5RljQaOZ",Tue Sep 10 23:52:54 +0000 2024,187,168
733,Nata | Blindma1den Hack & Code,"No sé si es porque dormí mal, el estrés o el humo horrible que hay en el aire, pero hoy me siento pésimo. Me hace acordar a cuando corríamos de acá para allá con los incendios de Corrientes-Misiones, muy denso todo.",Tue Sep 10 19:52:35 +0000 2024,0,6
734,TOMANDOEL PAISℹ️🇦🇷,"@Alonso3756 AHÍ ESTÁN LOS SORETES MARCA @UCRNacional 
1. @MartinArjol, Misiones
2. @LuisPicat, Córdoba
3. @FedeTournier0, Corrientes
4. @mariano_campero, Tucumán
5. @CerviPablo, Neuquén",Tue Sep 10 22:39:33 +0000 2024,5,3
735,Nachota 🐓,dybala degollado y colgado del puente chaco-corrientes te ha empezado a seguir entro recién no,Tue Sep 10 22:22:22 +0000 2024,0,3
736,The Real Mr. Hitchcock,"Veremos en los noticiarios y matinales muchos crímenes estos días a personas comunes y corrientes, no veremos mas venecos narcos matándose entre ellos, la derecha necesita cambiar la narrativa urgente porque con #HermosillaChadwick se hundieron y van a soltar a todos sus perros.",Wed Sep 11 12:16:07 +0000 2024,42,79
737,Batwa,@Desdemona_jna Misiones y Corrientes son los paraísos de esta gente. No hay turismo sin que se ofrezcan menores y virgenes. Es un secreto a voces que nadie se ha animado a desentrañar. Totalmente instalado el tráfico de personas y de menores. Ojalá sea el principio del fin…pero dudo.,Tue Sep 10 17:23:01 +0000 2024,2,5
738,Panda Editing and Translating Services,"A future in English and Spanish!
En el infierno que era la Tierra, la zona habitable se encontraba ahora por encima de los 10.000 pies. Curtis wilbur ha creado un mundo futuro increíble en 'Corrientes de aire'! #LibrosRecomendados #libros @RealGravitas
https://t.co/RZ04oKIYRC",Tue Sep 10 16:36:46 +0000 2024,6,7
739,Jack Azul,@cristinaperezvc Que insensible ! Nadie se alegra de lo de Chile. Pero te importa un Pito la Vida de los Boricuas y otras personas que Perdieron la Vida en NY.  Personas comunes y corrientes que fueron a trabajar ese día. Hay que estar bien enfermo de Odio para hacer una comparación como esa.,Wed Sep 11 13:48:53 +0000 2024,0,6
740,Amira Konik🕊,"@BOOGIE56311383 😂 la verdad sí aunque la realidad es que sí me gustaría que hubiera verdadero debate, propuestas y confrontación sana e inteligente entre todas las corrientes políticas e ideológicas.
Insisto, todavía creo en los Reyes Magos 🥹",Wed Sep 11 14:31:06 +0000 2024,1,2
741,Luis Bremer,Dirigente del Partido Liberal de #Corrientes,Tue Sep 10 21:16:34 +0000 2024,1,6
742,e,"@RodriWinchester @_JulianLuciano @juliangh4 @ToniK1687 Eso que describís sería una mala economía del hogar, estás subestimando a la gente, hoy en día cualquiera tiene acceso a libros o muy bien material audiovisual para aprender del tema, endeudarse para gastos corrientes es lo primero que enseña a evitar cualquier libro",Wed Sep 11 03:16:11 +0000 2024,0,2
743,Dart20,"@infobae Corrientes, Misiones,.... otra vez.... todo muy normal...",Tue Sep 10 23:19:34 +0000 2024,1,2
744,Ex-Ante,"En su declaración judicial, el pasado 12 de julio, Ariel Sauer —fundador de Factop y la corredora de bolsa STF— describió el mecanismo que habría utilizado María Leonarda Villalobos para transferir dineros entre sus sociedades y cuentas corrientes.

https://t.co/jvi2MuWOd7",Tue Sep 10 20:46:00 +0000 2024,4,5
745,Julián Roqué,@itsmmmm25 @termenzo @FlavioAzzaro Otro cipayo vende patria que se cree bardear a corrientes es fe piola y es alto gato que anda pidiendo que no lo cacheteen por gil. Después cantan que los pibes de malvinas. Cuando se enteren todos los pibes de Corrientes que pusieron el pecho en Malvinas se pega un corchazo.,Wed Sep 11 03:05:59 +0000 2024,0,3
746,Pipo,"@mesch La cantidad de ""tasas viales"" que le ponen a la nafta por gastos corrientes de mantenimiento, siendo que no hay contraprestación directa (es TASA). Y que la ley de combustibles no permite más impuestos que los ya declarados en la misma es obseno todo lo que hacen.",Wed Sep 11 00:30:28 +0000 2024,0,2
747,Chris ⭐⭐⭐,"Que hermosa oportunidad para sumar ciclovías en arterias importantes de la ciudad que logren seguir lo empezado con Av Córdoba y Corrientes. 
Ojalá haya estudios de arquitectos con ideas actuales de urbanismo e ir a la par del resto del mundo.",Tue Sep 10 22:51:02 +0000 2024,0,3
748,Cesar Bladimir Camargo Vega,"@JuanAlmodovarJr Cómo se sienten los que volvieron a votar por morena? Y a 
los que les dieron mil pesos muertos de hambre que corrientes.",Wed Sep 11 01:13:09 +0000 2024,0,9
749,Carlos Granja,"@Homelander912 @Abyzeth @JMilei El gobernador de Corrientes es radical, aliado de Milei, nabo",Tue Sep 10 20:38:35 +0000 2024,0,3
