Tweet_count,Username,Text,Created At,Retweets,Likes
171,Claudio Polich,"Esta mañana, acompañé a @gustavovaldesok al acto de reconocimiento a 20 docentes destacados de #Corrientes, por su creatividad, innovación pedagógica y la pasión que despiertan en sus alumnos para aprender y crecer. ¡Por más y mejor educación! https://t.co/8ICQjIhBRH",Wed Sep 18 18:11:38 +0000 2024,2,6
172,Diputación de Málaga es Deporte,"Convocatoria de subvenciones de @diputacionMLG a entidades deportivas provincia Málaga    
✅ Concurrencia no competitiva  
✅ Presupuesto 370.000 €
✅ Máx. x entidad: 5.000 € 
✅ Plazo de presentación: 5-26 de sept 
✅ Gastos corrientes actividad 2023-4
https://t.co/NqE22diOd7 https://t.co/SyToS8qVqH",Wed Sep 11 06:27:37 +0000 2024,1,3
173,NWS San Juan,"[Sept 11th]

🏖️There is a moderate rip current risk for northern and eastern Puerto Rico, as well as for Culebra and St. Croix. 
| 
🏖️Existe un riesgo moderado de corrientes marinas para el norte y este de Puerto Rico, como también para Culebra y St. Croix.

#PRwx #USVIwx https://t.co/T25Ie5lAeF",Wed Sep 11 09:45:14 +0000 2024,0,6
174,FloridaCat,"Imagen de temperatura del suelo de esta tarde, a las 15 hs. Casi todo el pais calentito, menos la provincia de Buenos Aires y Corrientes. https://t.co/2dSOhVURtZ",Thu Sep 12 22:06:50 +0000 2024,1,2
175,INE España,"Contabilidad Nacional Anual de España: principales agregados (2021–2023)
En 2023 el #PIB a precios corrientes se situó en 1.498.324 millones de euros, un 2,5% superior al inicialmente estimado por la CNTR
Más: https://t.co/SQTKcOAOAx
Nota prensa: https://t.co/MN4DvrM5xV

@es_INE https://t.co/E6JCXmGx6x",Wed Sep 18 09:12:31 +0000 2024,7,7
176,Malluly Diaz,"Se estima que, de no existir el bloqueo, el PIB de Cuba a precios corrientes pudo haber crecido alrededor de un 8 % en 2023.

#TumbaElBoqueo https://t.co/3dPCuyzx6E",Thu Sep 12 13:40:51 +0000 2024,3,4
177,Eduardo Hardoy,"Con el objetivo de mejorar las dependencias de trabajo y de atención de la Dirección de Catastro de #Corrientes, el gobernador, @gustavovaldesok, inauguró su nueva sede: funciona, desde hoy, en el Centro Administrativo de la #Capital -Ramón Carrillo 462, 4° piso-. Modernización. https://t.co/gPk93L1YP8",Mon Sep 16 15:11:41 +0000 2024,2,4
178,Eduardo Hardoy,"Media sanción al proyecto de ley que establece la capacitación obligatoria en Trastorno del Espectro Autista para quienes trabajen en los poderes Ejecutivo, Legislativo y Judicial de #Corrientes.

La iniciativa fue presentada junto a @arielbaez y @anypereyraok. https://t.co/119QNVEaha",Wed Sep 18 21:15:21 +0000 2024,4,4
179,Cormagdalena,"¡La travesía en noticias! 
Se llevó a cabo la primera etapa de la travesía río Magdalena, donde celebramos 30 años de Cormagdalena y la majestuosidad de nuestro río. 🌊🇨🇴
¡Pronto continuaremos explorando sus corrientes de grandeza en la etapa 2 en la cuenca media! https://t.co/SyVj1z6ib8",Thu Sep 12 21:43:42 +0000 2024,8,14
180,A24.com,"🚨CASO LOAN: DECLARÓ CAÑETE, EL FALSO ABOGADO

Así llegaban, en nombre de la Fundación Dupuy, los abogados detenidos a Corrientes y el caso Loan.

👉 Seguí en #QuienCuandoDonde #QCD
📺 https://t.co/3gt6dzr3tG https://t.co/MZlzGq7SZw",Wed Sep 18 19:32:28 +0000 2024,5,9
181,AUGC Tráfico,"Quizás habría que tener en cuenta a esas corrientes internas. Hay enchufes para esos vehículos? Cuando salgas con él y su autonomía no te de para llegar a una incidencia y después a base a recargar, que haces? Un vehículo que salga en un turno no podrá salir en el siguiente.... https://t.co/SCn0AucJAQ",Sun Sep 15 17:21:05 +0000 2024,25,41
182,Carlos A López Morales,"Ya lo saben pero les vale.
Una serie a precios corrientes no tiene sentido, pero la ponen igual. No son pocos los despistados que caen en la mentira, o los que abiertamente se hacen mensos con la intención de engaño.

Todo para velar que el per capita es menor que en 2018! https://t.co/MBDgJt1lLk",Fri Sep 13 22:52:45 +0000 2024,2,2
183,Cristian C.Z,"#Miércoles 📡🛰️🔮👉⛈️ #Pronósticos de #Heladas #Meteorologico sobre #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay zonas del centro, norte y sur https://t.co/apvEDOzwmY",Thu Sep 12 00:10:17 +0000 2024,2,5
184,𝐴𝑔𝑢𝑠,Quiero estar cagada en plata para poder irme de corrientes cada vez que empieza el calor,Thu Sep 19 20:28:28 +0000 2024,6,4
185,Pullback,"Corrientes y Esmeralda, 1926. https://t.co/T0FxS8dOHc",Thu Sep 12 22:34:49 +0000 2024,0,12
186,Concepción Perez,"Como para formar legítimamente según la C, se necesitan 3/5 de la Cámara en El Congreso de los Diputados, para #LibrarnosDeLaCorona, tendrá que ser desde todas las corrientes sociales",Wed Sep 18 19:45:58 +0000 2024,3,2
187,𝐋𝐚𝐌á𝐱𝐢𝐦𝐨𝐊🇦🇷 ☀️✌,"En ves de apalear Jubilados porque no volvé a a Corrientes y Misiones 
@PatoBullrich  vos sos La Pedofilia 
La Trata y Los Narcos en primera persona https://t.co/VWCVuw58Qv",Wed Sep 11 13:34:12 +0000 2024,7,10
188,FND - Federación Nacional de Departamentos,"@jrcavanzo @CamacolS @Jp_Remolina @pro_santander @larepublica_co @lafm “Cuando la Constitución del 91 arrancó, los departamentos tenían derecho al 46% de los ingresos corrientes de la Nación, hoy no alcanzan sino el 21%. Esperamos que desde la @FNDCol puedan promover un cambio de conducta, estamos aburridos del centralismo, y la única manera es https://t.co/UINOJVkC4v",Wed Sep 11 20:45:11 +0000 2024,137,153
189,Municipalidad de General Pueyrredon,"♻️ ¡Vuelve el Festival P3RLA! Del 17 al 19 de octubre, de 10 a 16, te invitamos al Restó Mirador del Cabo de Cabo Corrientes para ser parte de una propuesta que impulsa la producción responsable y el compromiso con una Mar del Plata más sostenible.

🌿 Te van estar esperando https://t.co/S62lyaVMz2",Thu Sep 19 15:14:07 +0000 2024,4,3
190,Cristian C.Z,#Miércoles 📡🛰️🔮👉⛈️ #Pronósticos #Forecast de #Lluvias #Climático #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay #Brasil #Paraguay zona centro https://t.co/nHc9UD4oKZ,Thu Sep 19 01:19:32 +0000 2024,3,5
191,CORREPI,"El 12 de septiembre pasado falleció el compañero Francisco, uno de los heridos en la brutal represión de Gendarmería en el Puente Chaco-Corrientes en diciembre de 1999. Ayer hubiera cumplido 65 años. Fue de los primeros movilizados en demanda de Justicia ante los Tribunales https://t.co/3ZGbsiAsai",Wed Sep 18 13:53:24 +0000 2024,5,11
192,LIBRES DEL SUR Corrientes,"#GobiernoDeMierda. Esta nena de 10 años es el símbolo del perfil de este Gobierno insensible. Veta la ley que otorgaba 3 k de carne picada a los jubilados y el mismo día desatan una represión indiscriminada. Ya fueron salvajes con personas de 70 , 80 y más años semanas tras https://t.co/CUoHTyYx9T",Fri Sep 13 10:52:15 +0000 2024,8,15
193,MPPRIJP,"Durante la actividad, la Viceministra presentó un recorrido por la evolución histórica de estas corrientes violentas que buscan minimizar la visibilidad de los grupos sociales más desfavorecidos y oponerse al avance social que ha logrado el Pdte. @NicolasMaduro https://t.co/YjZtbqGDo7",Thu Sep 19 20:23:46 +0000 2024,12,15
194,Transporte AMBA,"Durante las noches🌃🌛, mientras los servicios no funcionan🚇 se realizan tareas de limpieza en todas las estaciones del subte.
En este caso podes ver los trabajos que se realizan en la estación Pueyrredon /Corrientes y la combinación de la #LineaB y la #LineaH 🫧🧼🪣🧹 https://t.co/BtNPGqnzX6",Tue Sep 17 00:04:45 +0000 2024,27,646
195,Yanet Fernández Boffil,"Se estima, de no existir bloqueo, PIB de Cuba a precios corrientes pudo haber crecido de 8 % en 2023.
Los retos actual de la realidad cubana tendrían mejor y solución si Cuba pudiera disponer de cuantiosos recursos q bloqueo le priva.
#TumbaElBloqueo
#BMCGUATEMALA
#Cubacoopera https://t.co/GILIB31CjH",Sat Sep 14 12:28:27 +0000 2024,9,15
196,Kosmos EITB,"Vídeo de Anna Rubio Compañy   en   #NaukasPro24 explicando la complejidad del océano. @arubio_ocean
https://t.co/JcbYwyf9CB",Thu Sep 19 16:15:21 +0000 2024,3,4
197,Maguy-Ta🔥,"Anoten.

@MartinArjol, Misiones.
@LuisPicat, Córdoba.
@FedeTournier0, Corrientes. @mariano_campero, Tucumán.
@CerviPablo, Neuquén https://t.co/FhKqirvP4t",Tue Sep 10 18:16:27 +0000 2024,1,4
198,NWS San Juan,Sept 12: There is a moderate rip current risk for northern and eastern PR today. Riesgo moderado de corrientes marinas para el norte y este de Puerto Rico hoy. #prwx #usviwx https://t.co/YB5kdG7Lk8,Thu Sep 12 12:06:34 +0000 2024,1,3
199,Ethic,"El mayor problema de las corrientes pseudocientíficas es que niegan la naturaleza biológica de las #enfermedades. Y, entre ellas, la del #cáncer.
https://t.co/CVrFhBnbwN",Sun Sep 15 15:30:16 +0000 2024,3,4
200,El Periódico de la Geopolítica,"🇺🇦🇷🇺🇲🇱 Comandos ucranianos tensan la frontera en Sumy y Járkov, mientras pierden toda ventaja en Kurks y Toretsk.

◾️Debemos entender que las AFU y Kiev no avanzan siempre en la misma dirección, es una guerra dirigida y pagada desde el extranjero. Diferentes corrientes de pago https://t.co/cRuIVR3fF4",Thu Sep 12 08:15:45 +0000 2024,1,2
201,Diego,"Los medios se van hasta Chaco y Corrientes, pero acá al lado de la General Paz encontraron asesinadas a 2 chicas que estaban desaparecidas. En los pagos de Kicillof los medios no se meten. https://t.co/A6TvnYqWAu",Thu Sep 12 23:50:17 +0000 2024,847,1169
202,Alvaro Mejuto,"🚨 LOAN: DETUVIERON A UN PSICÓLOGO TUCUMANO

El profesional formaría parte de la Fundación Lucio Dupuy y habría sido parte del grupo que viajó a Corrientes para asistir a la familia de Loan.

Fue citado como testigo y la jueza Pozzer Penzo habría observado inconsistencias en su https://t.co/cKsoLGF8oV",Thu Sep 12 13:10:26 +0000 2024,15,46
203,MARCELO FAVA,"FOTO DCUMENTO

GENTE, EXITOSA.

LA SRA RUBIA HERMANA DE ALBERTO F. A SU LADO EX EMPLEADA DE PELUQUERIA EN RECOLETA. MARION FORNARI DE SPILLE VIVIA EN UN DEPARTAMENTO PEQUEÑO EN CHACARITA, NACIDA EN CORRIENTES, ASUME A,A. EXITO TOTAL, VIVE EN BARRIO CERRADO Y VIAJES AL EXTERIOR. https://t.co/VMDqnnfO6E",Sat Sep 14 21:06:26 +0000 2024,25,48
204,sandra menconi,"Día 94

QUÉ PASÓ CON LOAN?

GOBIERNO de Corrientes, justicia y seguridad cómplices.

Por Loan y todos los niños desaparecidos que invisibilizaron por tanto tiempo.

La trata y la pedofilia existe tanto como el narcotráfico, no se hagan los distraídos.

#LoanDaniloPeña https://t.co/MHuTW1Mtcs",Sun Sep 15 13:16:47 +0000 2024,71,76
205,Que Pasa Salta,"El niño de cinco años de Corrientes continúa sin aparecer. La familia está desesperada.

#Argentina #Salta #Corrientes 
https://t.co/wKJSHxx8Rk",Mon Sep 16 11:03:16 +0000 2024,2,5
206,Noticia al dÍa de todo,"#CULIACAN  #CHAPIZZA #MF 

INTEGRANTES DE LA CHAPIZA LLORANDO POR RADIO POR QUE LO DEJARON SOLOS SUS JEFES. ASI DE CORRIENTES SON, DEJAN BOTADOS A SUS ELEMENTOS 
Al final si lo dejaron botado 
#Sinaloa https://t.co/TYKRXYeKnx",Thu Sep 12 04:14:59 +0000 2024,1,32
207,Corrientes Hoy,"Linda con la China Suárez, encabeza los estrenos en Cinemacenter Corrientes https://t.co/jXRt58tYvt https://t.co/AMVzZYMsHW",Thu Sep 19 17:18:05 +0000 2024,0,4
208,Richard Chorrombi,"Milei a los gobernadores: por favor bajemos el gasto público 😤🤬

Gustavo Valdes gobernador de Corrientes: despilfarra en pauta, museos y renovación de plazas con los amigos de PANEDILE 😌🥳💵💰 https://t.co/xl3bR12thc",Mon Sep 16 17:08:43 +0000 2024,44,82
209,ASALE,"Esta antología dedicada a Octavio Paz, «Corrientes alternas. Antología de verso y prosa», que lleva a cabo un recorrido integral por la obra del escritor mexicano, es la nueva edición conmemorativa de la RAE y la ASALE con @AlfaguaraES: https://t.co/G5LCoS7X3z. https://t.co/9q4bNWGi0K",Sun Sep 15 16:15:13 +0000 2024,2,7
210,TeamJIMINBolivia🇧🇴,"SPOTIFY DAILY TOP SONGS GLOBAL BOLIVIA🇧🇴🇧🇴 
(10/09) 

“WHO” nos mantenemos en el puesto #2 en Spotify en la lista Daily Top Songs Bolivia con 33,427 (+256) streams.

Chicas subamos esos numero podemos aumentar esas corrientes💪💪 

#jimin_WHO
 #Jimin_MUSE
 #Jimin 
#지민 https://t.co/UmC2H6JnJi",Wed Sep 11 13:50:09 +0000 2024,8,14
211,Marcelost,"Vine de invitado a un evento 4x4 de un concesionario Toyota de Corrientes, que buen lugar, alta estancia con cantidad de animales. Que elegancia la de Francia. https://t.co/ycnH1eri6E",Thu Sep 19 16:57:10 +0000 2024,0,15
212,Flora 💚,"Sigue la lucha de @AsambleaCostero. Aunque la Justicia declaró inconstitucional la construcción de un shopping en la playa Arazaty en #Corrientes, el municipio insiste en atropellar derechos colectivos. 
#Sentencia a favor de la ciudadanía
https://t.co/uw7fJAutea https://t.co/9JbrkXdN6y",Mon Sep 16 22:46:23 +0000 2024,2,5
213,Gobierno de Corrientes,"Así entrenan los cadetes de la Escuela de la Policía de Corrientes. El entrenamiento físico, técnico y académico van de la mano para que nuestros oficiales salgan a las calles preparados y formados para servir y proteger a los vecinos.👮🏻👮🏻‍♂️ https://t.co/ADi173O3QI",Sat Sep 14 22:04:35 +0000 2024,4,12
214,Municipalidad de Corrientes,"Inauguramos la muestra 'Pasado, presente y futuro de la yerba mate' 🧉 Como parte de la colección del Museo de Ciencias Naturales 'Amado Bonpland' y junto a instituciones educativas, presentamos esta muestra itineraria que conecta la historia, producción y legado en la región 🙌 https://t.co/AmWkc9GhRP",Tue Sep 17 00:20:19 +0000 2024,0,2
215,Pablo Silva,"Cómo pensar el teatro independiente hoy?
MASTERCLASS por Pablo Silva en Buenos Aires
Sábado 28 Septiembre en Teatro Eureka Av Corrientes 4269
Entradas por Alternativa
https://t.co/A0KyCxxKb4 https://t.co/h4HI3LgoxJ",Sun Sep 15 01:11:35 +0000 2024,8,9
216,Emergentes Medio,"Los traidores que arreglaron con Javier Mieli para votar contra los jubilados:  

1. @MartinArjol, Misiones.
2.@LuisPicat, Córdoba. 
3. @FedeTournier0, Corrientes. 
4. @mariano_campero, Tucumán. 
5.@CerviPablo, Neuquén. https://t.co/5zpaTcnCpy",Wed Sep 11 19:52:53 +0000 2024,6,14
217,Cristian C.Z,"#Lunes 📡🛰️🔮👉⛈️ #Pronósticos #Forecast de #Lluvias #Climático #Meteorologico #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay #Brasil #Paraguay centro, norte y sur https://t.co/gGn5Lg2akb",Mon Sep 16 02:54:30 +0000 2024,2,3
218,Cele Fierro,"José Federico Tournier: de Goya, Corrientes. Es parte del espacio Encuentro Liberal de Corrientes (ELI), una rama del Partido Liberal provincial aliada a la UCR. Está en el bloque de Loredo pero sus colegas lo llaman ""Pro Milei"" 🤢 https://t.co/BgedqkTP9j",Wed Sep 11 16:33:18 +0000 2024,2,8
219,Nora Schvartz CCK 😉,"Detienen a un referente del Partido Liberal de Corrientes acusado de corrupción de menores | Encontraron en su celular ""400 fotos y un centenar de videos con contenido sexual que involucra a menores y mayores"" https://t.co/03dACJo1Qe vía @Pagina12",Wed Sep 11 12:48:46 +0000 2024,16,14
220,Pato Milrayitas,"Video recién salido del horno de @losmartines 

Destaco lo que dice sobre competir, sobre ganar. Él quiere el plantel completo porque no quiere ir de paseo a Corrientes. La pretemporada era ahora, no en Interligas, ni contra Quilmes. 

Escuchenlo:
https://t.co/usav789WwT",Tue Sep 17 18:26:01 +0000 2024,1,7
221,Carlos Simon,"🗣 Ramón Dupuy, fundador de la Asociación Lucio Dupuy, habló tras el revuelo generado por las recientes detenciones en el Caso Loan. 

👉 “La asociación Dupuy jamás se presentó en Corrientes. Las personas que fueron no son integrantes de la asociación"", aseguró.

#Loanpeña https://t.co/C7KDZ8YFd5",Mon Sep 16 22:44:57 +0000 2024,3,9
222,Gobierno de Corrientes,"En el Día Nacional del Chamamé, recordamos a nuestro gran Mario del Tránsito Cocomarola, autor de más de 400 piezas, con uno de sus clásicos: Kilómetro 11. 🪗

¡Feliz Día del Chamamé! ♥️ https://t.co/kc6WDSyKeo",Thu Sep 19 15:46:29 +0000 2024,1,3
223,Fundación Alameda,Denuncian penalmente por Peculado al gobernador de Corrientes https://t.co/qRH1FwrxOg vía @CorrientesHoy,Fri Sep 13 19:54:22 +0000 2024,8,7
224,etcétera,"Como si fueran ciudadanos comunes y corrientes en lugar de criminales, AMLO pidió a miembros de los carteles en Sinaloa que tengan “un mínimo de responsabilidad”.
https://t.co/9cSMrpjEc5",Fri Sep 13 20:40:32 +0000 2024,6,8
225,El Portal Blanquiazul,"La prensa deportiva que sigue al #rcde, excepto pericos en Radio Marca, son unos cuñados opinando en la barra de un bar. En eso se han convertido. Lo preocupante es que consiguen lavar el cerebro a mucha gente y generan corrientes de opinión. En vuestras manos está ignorarlos. https://t.co/GiF4T9OhNR",Tue Sep 10 16:48:25 +0000 2024,1,18
226,ACEMI,"En relación con las deudas de Presupuestos Máximos, nos permitimos aclarar:

1. Los ajustes de 2022 fueron reconocidos por Confis pero no han sido pagados a la fecha. Están sujetos a disponibilidad presupuestal según MinHacienda.

2. ⁠Los pagos corrientes de 2024 solo fueron https://t.co/Z7h0RCLWUn",Thu Sep 19 15:48:33 +0000 2024,23,40
227,Mi8,"Entre el jueves y el viernes de la semana pasada, la juguetería El Tucu, ubicada Rivadavia y Corrientes, fue víctima de dos robos en menos de 48 horas: rompieron un ventiluz para llevarse una mochila y un auto a control remoto.

Toda la info en https://t.co/NRZlpkWBGp https://t.co/3OKYxgeMUH",Wed Sep 18 22:09:29 +0000 2024,0,2
228,Políticamente Incorrecta 🐷,"¿Cómo saber si tienes libertad de pensamiento? - Te informas de medios públicos, privados, alternativos e internacionales, sigues en redes personas de todos las corrientes políticas y neutrales, los cuestionas a todos, y luego sacas tus propias conclusiones.",Thu Sep 12 20:24:45 +0000 2024,6,18
229,Jorge Alarcón,En Corrientes impera el miedo a la Justicia a la Política. https://t.co/t7nxI2mN8E,Fri Sep 13 18:13:57 +0000 2024,1,5
230,filosofía en la red,🔍💭 Descubre las diferencias y similitudes entre nihilismo y absurdismo. Explora cómo estas corrientes filosóficas abordan el sentido de la vida y el vacío existencial. 🌌🤔 https://t.co/fai6XMFN7e,Wed Sep 11 05:17:15 +0000 2024,3,4
231,MENTORES,"Todo el mundo se sorprendió cuando Messi rechazó un contrato de mil millones de dólares del club de fútbol Al Hilal de Arabia Saudita.

Pero desde entonces, se hizo evidente que Messi tenía planes de hacer aún MÁS con el Inter Miami.

Estas corrientes de ingresos harán que $1,600 https://t.co/38eY30rs3p",Fri Sep 13 17:58:20 +0000 2024,2,10
232,RLC Noticias,"¿QUÉ PUNTAJE LES PONÉS?

🥰🎶 Inés y Thiago tienen tres y cuatro años y bailan chamamé de una manera impresionante. Hicieron una presentación en Corrientes y su video fue furor en internet.

Crédito: Cmartina_romero en TikTok

https://t.co/J6xOv3r6oi
NOTICIAS &amp; ENTRETENIMIENTO https://t.co/GDLtcygBLY",Thu Sep 19 23:00:02 +0000 2024,1,6
233,Club Atlético Douglas Haig,"#FederalA | Fase Reválida - Fecha 9

🆚 Boca Unidos (Corrientes)
📅Domingo 15 de septiembre
🕦 11:00hs
📍 Pergamino
🏟 Estadio Miguel Morales
🟥 José Díaz

#ConVosCrecemos 🔴⚫ https://t.co/Te1nQntgmB",Thu Sep 12 15:00:03 +0000 2024,0,5
234,Profesor Jonk,"El debut de Claire Keegan fue con estos maravillosos relatos, que ya  dejaban claro que estábamos ante una gran escritora. Historias sobre personas corrientes que se ven sometidas a situaciones extraordinarias, estresantes y opresivas.
#LibrosRecomendados https://t.co/AkysHXo06A",Thu Sep 12 19:00:01 +0000 2024,0,3
235,Anayansi Rodríguez Camejo,"A precios corrientes,los daños acumulados durante más d seis décadas d aplicación d bloqueo d EEUU 🆚#Cuba ascienden a 164 mil 141,1 millones de dólares. De no existir el bloqueo,el PIB de Cuba a precios corrientes pudo haber crecido alrededor d un 8 % en 2023.

#TumbaElBoqueo https://t.co/fBLlZd387X",Thu Sep 12 16:04:26 +0000 2024,3,6
236,Gastón Rodríguez,"Eugenia murió en Goya, Corrientes. Tenía 39 años, era joven y sufrida: además de Kily, enterró a Antonella, otra hija de 16 años que le arrebató el cáncer. El último tramo de su corta vida lo dedicó a exigir justicia y denunciar el costo humano del agronegocio.",Mon Sep 16 13:12:58 +0000 2024,1,2
237,CAME,"90° ANIVERSARIO DE LA ASOCIACIÓN DE COMERCIO, INDUSTRIA Y PRODUCCIÓN DE GOYA 👏 

El presidente @AlfredoGZChaco participó de la celebración por los 90 años de historia de la ACIPG, en la ciudad de Goya, #Corrientes. En ese marco, entregó al titular de la entidad correntina, https://t.co/5KMsb1Ai3K",Mon Sep 16 15:46:39 +0000 2024,2,4
238,Ciudad Artes Ciencia,"#TalDíaComoHoy de 1819 nacía Jean Bernard Léon Foucault

El físico francés hizo aportaciones cruciales en la medición de la velocidad de la luz, las corrientes magnéticas y demostró experimentalmente la rotación de la Tierra mediante el péndulo que lleva su nombre https://t.co/t0nHJ6P0wz",Wed Sep 18 08:12:00 +0000 2024,5,10
239,RLC Noticias,"🔴Ocurrió en la mañana de este miércoles en Mendoza y Corrientes, microcentro rosarino. Un conductor escapó de un control con el auto enganchado en la grúa y protagonizó una discusión con los agentes de tránsito que impedían que avance. 

https://t.co/J6xOv3qyyK https://t.co/jgAtx2m7cA",Wed Sep 18 15:15:57 +0000 2024,2,5
240,Tabula Rasa 🇺🇦🇮🇱,"En el físico, enchufandome corrientes.

Tengo miedo. ¿Y si ha pasado por manos israeelies? https://t.co/atqZvIRN4W",Thu Sep 19 06:21:02 +0000 2024,0,3
241,ABC Digital,"Los gastos corrientes del Estado previstos dentro del #PGN2025 aumentan 13,3%. 

👇En esta nota te contamos cuáles son los tres gastos principales en los que se destinarán esos recursos.

⭕WhatsApp: https://t.co/zcjWhsOMQ8

https://t.co/Hi5IYqH9qm",Thu Sep 19 21:56:54 +0000 2024,1,3
242,Silvana Di Stefano,"Avanza el bloque de integración Región Litoral. Desde Santa Fe, Corrientes, Chaco, Entre Ríos, Formosa y Misiones coincidimos en defender el trabajo y la producción de nuestras provincias para consolidar ese Estado Federal que tanto necesitamos para sacar al país adelante.",Thu Sep 19 23:15:21 +0000 2024,1,7
243,Patovi,Metieron en cana a este pobre pibe sicólogo d Tucumán qe le pidió guita a la madre para  viajar a #corrientes  para ayudar a #loan x falso testimonio sin haber  testimoniado!! Se entiende?? Es el perejil de Pozzer Penzo!! @gustavovaldesok  sorete! https://t.co/K40YsJMyMP,Thu Sep 12 17:15:33 +0000 2024,6,9
244,Licenciada Cantinas ⚖️ 🥃,"Los perros no son corrientes, pueden ser criollos pero corrientes nunca. 
Corrientes los chairos.",Sun Sep 15 22:04:39 +0000 2024,209,908
245,MARTIN⭐⭐⭐Barrionuevo,"Cajas Previsionales no Transferidas
El haber medio de la Provincia de Corrientes en el puesto 11 de 13
(*)Misiones y Formosa son datos de enero, no de marzo

Fuente: https://t.co/5OLUPU14YS https://t.co/zJWJDp8qAs",Thu Sep 12 19:56:50 +0000 2024,3,2
246,River desde la tribuna,"🐔 Enzo Ávalos vino desde Corrientes para ponerse La Banda y representar al Más Grande. Conocemos al autor del tanto que cerró el marcador en la goleada por 5 a 1 de la Octava División, frente a Unión, por la última fecha del torneo de juveniles.

🎙️ @luperticone https://t.co/DW8YFxuI0j",Wed Sep 18 15:23:42 +0000 2024,2,6
247,meteorafa,"vista Satelital, muestra claramente el efecto de arrastre del humo de los incendios del Brasil, Paraguay y Bolivia + incendios en el norte de Cordoba, Santa fe, Chaco, Corrientes https://t.co/3ZJHjf5lt7",Wed Sep 18 19:18:35 +0000 2024,3,8
248,TBD News. 📢,"🇦🇷⭕️¡SE SIGUEN SUMANDO! una localidad en la provincia de CORRIENTES, se suma al COBRO de servicios médicos para extranjeros limítrofes, por orden del Min. de salud de la provincia. 
Paraguayos(🇵🇾) ya no podrán acceder a la atención médica gratuita en Paso de la Patria 👇 https://t.co/XbhD7zPrmq",Wed Sep 18 12:50:03 +0000 2024,793,2890
249,Carlos Simon,"⚖️ En el expediente conexo, ayer declaró ante Jueza Pozzer Penzo,  la hermana de ""Cabeza"" López y negó ellos hayan tenido cautivo al menor. 

👉  Apunto contra el apodado ""Yanqui"" que intenta ensuciar la causa.

📽 @juancruzgoya 

#Loanpeña #corrientes #busquedadeloan https://t.co/J4uklkS68k",Sat Sep 14 16:21:17 +0000 2024,1,7
250,mariana buccino,"A VER @Gatosylvestre ME CIERRAN FACEBOOK POR PUBLICAR UNA ALERTA DE @C5N,POR EL VIOLADOR LIDER POLITICO LIBERAL DE #ITUZAINGO,OTRO PEDOFILO TIERRA DEL OTRO @JuanPValdes_ok Y ENCIMA NO LO DETIENEN ARRESTO DOMICILIARIO PORQUE PASA LOS 7O. CAMBIAN DE ESCENARIO , NADA MAS
#Corrientes https://t.co/g66eQK8wsQ",Tue Sep 10 18:31:18 +0000 2024,8,8
251,Roberto Mirabella,"🎵 Día Nacional del Chamamé: Patrimonio Cultural Inmaterial de la Humanidad ❤️🤍💙

Hoy recordamos a Mario del Tránsito Cocomarola, el ""Taita"" del chamamé, fallecido el 19 de septiembre de 1974. Nacido en San Cosme, Corrientes, fue el mayor exponente de este género y dejó un https://t.co/n8aQ79pMHn",Thu Sep 19 20:45:28 +0000 2024,4,8
252,Aída Pawlak🎓,"Buen día 
Suipacha hacía Corrientes, Ciudad de Buenos Aires.
Foto de ayer. https://t.co/yXpjzBoTMU",Thu Sep 19 10:56:46 +0000 2024,2,50
253,Oceana Perú,"🐋❄️ A pesar de sus temperaturas extremas, la Antártida posee uno de los ecosistemas marinos más productivos de la Tierra, en parte gracias a las grandes corrientes ricas en nutrientes. La fauna silvestre que por ahí transita o habita, ha pasado por numerosas adaptaciones para https://t.co/mYf2lRJPMv",Sun Sep 15 23:15:06 +0000 2024,7,10
254,Natanael Cano News,"El documental de Amazon Music Gen Mex es una mirada detrás de las corrientes de este poderoso movimiento, contado a través de las voces de los artistas, productores, compositores, ejecutivos y creadores de tendencias más influyentes que lo crearon y continúan inovando para https://t.co/LaEoTNe0UY",Wed Sep 18 20:50:13 +0000 2024,58,693
255,👣 ALMƐƝƊRA,"Corrientes, pusilánimes, Nacas y analfabetas las Senadoras del PRIAN.
QUE VERGÜENZA.",Wed Sep 11 02:47:33 +0000 2024,5,11
256,Miss Chipa ♕⭐⭐⭐ 🇦🇷,"Buen día 🌸🩷
#Corrientes https://t.co/Vrvwd3NWzG",Thu Sep 12 14:05:19 +0000 2024,0,5
257,Corrientes 348,"Adopción 🙏
#adoptanocompres",Thu Sep 19 08:28:05 +0000 2024,0,2
