Tweet_count,Username,Text,Created At,Retweets,Likes,Location
1659,𝗸𝗶𝗯𝗯𝗹𝗲 ꣑ৎ 8/12kg 🌷,i love working remote cause THIS is my outfit for work 😭 and yes ik im fat im working on it 💔 https://t.co/ELeXlFyp3r,Tue Sep 24 09:36:43 +0000 2024,45,5743,
1660,cutest cats,Funny kitten brothers is so beautiful 😺💙 https://t.co/N0yVtCdVJI,Tue Sep 24 09:40:00 +0000 2024,88,684,
1661,DesmundOris,"I bet you 89% of Barcelona fans don’t know who that is besides Messi😅😅

Prove me wrong. Who is that?👀 https://t.co/7NSxoy9dvR",Tue Sep 24 09:42:57 +0000 2024,27,644,
1662,OB,Chelsea fans these days when they know they have got to watch the team play again https://t.co/dgGSjNulm1,Tue Sep 24 09:31:12 +0000 2024,149,1372,
1663,Giftell 💙🇬🇭,What is the worst response to I LOVE YOU?,Tue Sep 24 09:29:35 +0000 2024,47,130,
1664,DORYUUᶻ 🌕 @ TOKYO,"TOKYO

WE MADE IT ✌️🐺❤️ https://t.co/NlkCMCyES3",Tue Sep 24 09:40:27 +0000 2024,22,567,
1665,Catturd ™,Can’t stand him.,Tue Sep 24 09:44:38 +0000 2024,8533,37674,
1666,gummy ☆,it should've been them https://t.co/GlHa5VS7Eg,Tue Sep 24 09:33:03 +0000 2024,3368,14191,
1667,realmajinboo:-),Cell gets a little visitor https://t.co/EIkYERWP7b,Tue Sep 24 09:25:50 +0000 2024,3691,28231,
1668,𝗢𝗺𝘃𝗶𝗿 𝗣𝗲𝗹𝗮𝘄𝗮𝘁,A man's actions are the best explanation of his thoughts,Tue Sep 24 09:24:08 +0000 2024,43,46,
1669,kilo,"$300 to $100,000

4 hours in.

$malone https://t.co/9DTEcpg7a9",Tue Sep 24 09:37:15 +0000 2024,44,551,
1670,Harley Anime✨,Which Goku Art Style Do You Like More? https://t.co/nIeTowsM8h,Tue Sep 24 09:24:49 +0000 2024,31,326,
1671,Liverpool FC Women,Wholesome 🥹 https://t.co/jZASPvplYy,Tue Sep 24 09:27:39 +0000 2024,184,3556,
1672,Charles.,Messi’s tribute video for winning his 8th Ballon D’Or https://t.co/mlGbTcVcNj,Tue Sep 24 09:39:03 +0000 2024,104,792,
1673,Jennie,Autumn is here!!! https://t.co/B9ofisUAWe,Tue Sep 24 09:39:46 +0000 2024,1060,6222,
1674,Sammy Blacks,tag your handles + repost to cash out 🏏❄️,Tue Sep 24 09:24:00 +0000 2024,96,153,
1675,iamyesyouareno,Actual systemic racism. https://t.co/z1siEyaRTF,Tue Sep 24 09:25:09 +0000 2024,2034,17669,
1676,hourly beomgyu,blah blah blah…. proper name…. place name…. backstory stuff….. https://t.co/T8ubLTz4iv,Tue Sep 24 09:38:07 +0000 2024,892,5050,
1677,Cyrus II of Persia,"2500 year old statue of a Persian Mastiff which guarded the audience hall of Apadana Palace, Persepolis. 

Zoroastrian Iranians had respect for dogs and believed they could help ward off evil. https://t.co/XYyIbSsDMl",Tue Sep 24 09:33:57 +0000 2024,63,404,
1678,ؘ,"sabrina carpenter, what a woman! https://t.co/oj7xc9XSli",Tue Sep 24 09:35:52 +0000 2024,250,6247,
1679,Nishit Shaw,#Housefull5 Latest Still 🎬 https://t.co/iFEL64V0AL,Tue Sep 24 09:41:15 +0000 2024,75,698,
1680,Veguli,"The Picture Of POSITIVITY ❤️✨

#Amaran #HeyMinnale https://t.co/4bmvtmT1Dg",Tue Sep 24 09:37:25 +0000 2024,336,5952,
1681,Ben Habib,"Labour's actions scream contempt for working-class Brits. Freezing pensioners while illegal migrants live in hotels—this isn’t compassion, it’s betrayal! https://t.co/zvZz22ptT2",Tue Sep 24 09:27:16 +0000 2024,1333,5180,
1682,Leaders 𝕏 Junction,The Power of Manifestation is real 💯 https://t.co/W6KBd3ob7W,Tue Sep 24 09:39:46 +0000 2024,41,290,
1683,Bloomtown 🎒 Out now on PC & consoles!!!,"Bloomtown: A Different Story is 🎀 OUT NOW! 🎀
 
🚌 Welcome aboard the Bloomtown Express! 
Keep your snacks, siblings, &amp; demon-taming gear close—anything left behind may vanish into the Underside.
 
Your demon-whooping summer starts now! 🎒
 
Now on PC &amp; consoles 💻🎮
Links ⬇️ https://t.co/miiauj6irR",Tue Sep 24 09:39:08 +0000 2024,322,1328,
1684,The Jerusalem Post,"The Kremlin warned on Tuesday that Israeli strikes on Lebanon had the potential to destabilise the Middle East and said it was very concerned by the evolving situation.

https://t.co/AW7Pfr33vH",Tue Sep 24 09:26:11 +0000 2024,6,16,
1685,Eli Love❤️🇳🇬🇬🇭,Join me let’s hit the gym https://t.co/BGtemrjf8h,Tue Sep 24 09:26:26 +0000 2024,76,116,
1686,✧,me realizing I’m no longer attached https://t.co/TXWZtFeM32,Tue Sep 24 09:22:52 +0000 2024,396,5048,
1687,MR. Beard🇺🇬 🇺🇸,"Apple iPhone 16 Promax, Desert Titanium looks good on me 😊😍 https://t.co/uc8vqGCGHO",Tue Sep 24 09:36:01 +0000 2024,12,73,
1688,Emeka Gift Official,Insecurity in Biafra land is sponsored by State ---Mazi Nnamdi Kanu https://t.co/MUkGG3tCft,Tue Sep 24 09:20:51 +0000 2024,842,1278,
1689,TXT Translations 💬,"👤 are you ready to go to school?
🧸 ….i wasn’t born yesterday
👤 i shouldn’t have taught him that https://t.co/fMVBsIw6RZ",Tue Sep 24 09:21:36 +0000 2024,9145,89312,
1690,Jon Snow,The Iron Throne through time https://t.co/Xo4rAuVaCI,Tue Sep 24 09:19:55 +0000 2024,467,8056,
1691,𝗡𝗶𝗼𝗵 𝗕𝗲𝗿𝗴 ♛ ✡︎,"You lost over 500 Hezbollah members in a day and everyone is fleeing.

But good job hitting a container 👍🏻 https://t.co/9EcVTa8nvO",Tue Sep 24 09:22:37 +0000 2024,352,4201,
1692,Eitan Fischberger,"The new lie is that Israel is ""occupying"" Lebanon, where it's committing a ""genocide.""

Any defensive measure taken by Israel is immediately labeled as occupation and genocide, regardless of who, where, and how Israel strikes.

These words have lost all meaning. https://t.co/yqhhLSH4Vv",Tue Sep 24 09:22:34 +0000 2024,778,5084,
1693,Dr Toolz ♈️,Kelly and Kassia played the game well this season https://t.co/8xwJgLMFLO,Tue Sep 24 09:24:55 +0000 2024,67,115,
1694,Enez Özen,His life was saved because he did a good deed https://t.co/ZcLDugyZJP,Tue Sep 24 09:22:51 +0000 2024,16173,174486,
1695,daumen.eth,"gm

What are we cooking ?",Tue Sep 24 09:21:42 +0000 2024,6,104,
1696,bomkue 🩷🫧,THE CUTOFF HIS LIFE FLASHED BEFORE HIS EYES😭😭😭 https://t.co/6O9wDpzkxA,Tue Sep 24 09:23:21 +0000 2024,476,6045,
1697,It's Muqadas ♡.,"Every story has two sides ✨️
#side",Tue Sep 24 09:18:58 +0000 2024,60,143,
1698,BEY-Z,ludmilla (fka mc beyoncé) wearing mugler pre-fall 2024 by casey cadwallader for beyoncé’s sirdavis whisky launch party in paris https://t.co/8h5lXHqdgP,Tue Sep 24 09:27:55 +0000 2024,35,385,
1699,$ilva 💸,"If you love stories about faith, forgiveness, and growth, The Forge is the movie for you. Showing in all cinemas near you.

#TheForgeNG Distributed by @filmoneng https://t.co/ApCWa0QkIF",Tue Sep 24 09:26:37 +0000 2024,56,58,
1700,Kasi Economy,"This young man Oreabetse Molemane from Rustenburg, Mogwase unit 4, has opened a gaming centre to entertain the kids and also keep them away from crime and drugs. https://t.co/kj7tp8Zidc",Tue Sep 24 09:20:03 +0000 2024,1421,9641,
1701,Èyítànwá (토이바) 🇳🇬🇰🇷,"Han River Hangout with friends 🥰
📌Youido park https://t.co/SjmSvw7aoc",Tue Sep 24 09:22:50 +0000 2024,123,1441,
1702,Gigi Murin👧holoEN,GOOD NIGHT GREMS googoogaga get me off roblox its ruining my https://t.co/I2GG9Z6IVn,Tue Sep 24 09:22:26 +0000 2024,271,5062,
1703,The Best,"Bad surprise 

 https://t.co/eIh9ioHX1Q",Tue Sep 24 09:30:47 +0000 2024,44,422,
1704,Iltija Mufti,"A week ago when I yelled ‘Zoon ho’ in Bijbehara I had no clue it would become this viral. For the initiated, Zeun is victory in Kashmiri while as Zoon means the moon. I’m glad the slogan charged up PDP workers who insist I yell it at least a dozen times while campaigning. I am https://t.co/tkBrhwCnjO",Tue Sep 24 09:22:59 +0000 2024,94,947,
1705,Bilyonaryo News Channel,"WATCH: Atty. Melvin Matibag, former Cabinet secretary of ex-President Rodrigo Duterte, and former PDP-Laban secretary general, says that Vice President Sara Duterte is a “bratinella.”

He claims that the Vice President was spoiled during the term of her father, stressing that https://t.co/IXKcyrAxdx",Tue Sep 24 09:21:44 +0000 2024,246,743,
1706,ً,being able to afford what i want without bothering anyone is all i pray for,Tue Sep 24 09:19:13 +0000 2024,24190,102051,
1707,JVN,"''Serenity in Waves of Light''

#WuWaCollection #WutheringWaves #鳴潮 #Shorekeeper https://t.co/YZuYiEH1SZ",Tue Sep 24 09:09:53 +0000 2024,689,4745,
1708,Prabhas ™,"BMS bookings 3 days before release : 
Ticket Stats Per Hour 

#KALKI2898AD‌ - 52K+
#Devara :- 18.92K

Miku enduku ra fanwars tier 2 side character fans... https://t.co/K2ewbral4l",Tue Sep 24 09:08:37 +0000 2024,434,918,
1709,Seth,"🚨 Breaking News 🚨 China just revealed multiple rate cuts. With  stimulus packages to revive the economy. Source Bloomberg

Opinion:
So I planned for all of this 2 years ahead. Nobody else on the feed talked about it.

We are in a debt spiral. Everybody will cut rates and https://t.co/lMDPFDvIKj",Tue Sep 24 09:16:24 +0000 2024,51,229,
1710,adrr🌷🎀,The real local product✨ https://t.co/k7LEvnw99v,Tue Sep 24 09:09:27 +0000 2024,877,10001,
1711,hourly beomgyu,IM CRYING BEOMGYU DID NIT EXPECT THIS 😭 https://t.co/VhnRV7GEPI,Tue Sep 24 09:18:58 +0000 2024,1590,15101,
1712,The Oscar Race,"What movie have you watched that you will never watch again?

I'll start: https://t.co/6SPd3YGpz2",Tue Sep 24 09:17:00 +0000 2024,15,288,
1713,minaron,MOMO IS UNREAL 😵‍💫⏳ https://t.co/3y2sEJieTz,Tue Sep 24 09:17:59 +0000 2024,812,12809,
1714,Johnny Midnight ⚡️,Millions of Americans must watch this. A vote for the democrats is voting for much more of this…. $MAGA https://t.co/W2i55i1aCk,Tue Sep 24 09:14:52 +0000 2024,409,661,
1715,Chisom Ogamba,It’s taking you longer because your government is sabotaging you!,Tue Sep 24 09:10:30 +0000 2024,2690,6952,
1716,ツ,JENO IS INSANELY COOL FOR THIS 💯 https://t.co/kODs4EOfVW,Tue Sep 24 09:10:44 +0000 2024,4118,12586,
1717,하니행뵹,the “SAY THE NAME SEVENTEEN” design…the coolest https://t.co/INZUApaExq,Tue Sep 24 09:13:31 +0000 2024,1007,9454,
1718,Praise Of God,"Saw a big woman today. 

I mean, career big woman. She had an entourage. 

She was wearing a simple dress but even a blind man could see the aura. 

E sweet me dieeeeeeeeeeee 

Me sef, one day🤭🤭🤭",Tue Sep 24 09:07:09 +0000 2024,1858,11176,
1719,𝔸b𝕒𝕫𝕫,Gilmore and Layi don give us new meme 😂😂 https://t.co/nlNUWWnlmh,Tue Sep 24 09:18:06 +0000 2024,2347,25341,
1720,Jalira,When I accidentally tell someone too much about how I'm feeling https://t.co/DqsLKsqstN,Tue Sep 24 09:07:13 +0000 2024,11,156,
1721,ULTRA MAGA PARTY 👑,Happy Tuesday https://t.co/8rVqe2gpKh,Tue Sep 24 09:15:41 +0000 2024,42,149,
1722,Pakistan Untold,"Warning: disturbing content 

How Madarsa Moulvi is teaching Quran to this young boy.

Mullah is the last person to teach spirituality in this world. Idiotic stories &amp; believers of jannat, virgins, Ghilman &amp; everlasting erections need mental treatment.

https://t.co/KNLodNAiJY",Tue Sep 24 09:10:19 +0000 2024,1072,2019,
1723,Giga Based Dad,Exactly. https://t.co/qmZc1B0vKs,Tue Sep 24 09:10:00 +0000 2024,21,116,
1724,♡,"i can’t replace you, no one is you",Tue Sep 24 09:09:16 +0000 2024,1004,2925,
1725,mars🐚,chat do we fw Sua as Madoka https://t.co/dJ4rmlSTWZ,Tue Sep 24 09:18:48 +0000 2024,1209,7985,
1726,hourly beomgyu,THE PRINCESS TREATMENT EVERYWHERE HE GO https://t.co/oJDvfM6MXn,Tue Sep 24 09:06:52 +0000 2024,1078,8415,
1727,𝕏 Dogs,I hope we get a hi.. 🇺🇸🇺🇸❣️ https://t.co/poW5sKbOQm,Tue Sep 24 09:04:45 +0000 2024,1794,22717,
1728,Dessert Time,Chocolate Coffee Cake ☕️ https://t.co/5XyLiUIYCz,Tue Sep 24 09:00:37 +0000 2024,350,2262,
1729,Talk Church,Wake up! https://t.co/RnfjoKcT6A,Tue Sep 24 09:00:01 +0000 2024,511,3532,
1730,Explore HONOR,"#ContestAlert
Tell us why the HONOR 200 Series should be your next smartphone!
Share your reasons in the comments, and don’t forget to tag 3 friends to increase your chances of winning! 
The most compelling reason could score you an exciting prize!

#HONOR200Series #Contest https://t.co/gNzdlRxkFk",Tue Sep 24 09:05:16 +0000 2024,537,822,
1731,Words,this isn't me https://t.co/bAFK2Sxl8a,Tue Sep 24 09:00:16 +0000 2024,9330,26719,
1732,ぽすこ,"chomp🍔

 #GenshinXMcD   #GenshinApplePie 
 #原神   #GenshinImpact  #楓原万葉 https://t.co/lsUgZEubm9",Tue Sep 24 09:06:21 +0000 2024,423,4578,
1733,4-1,Jill sweat https://t.co/j3SAKwv6iT,Tue Sep 24 09:00:04 +0000 2024,3248,68251,
1734,ToonHive,Happy 67th birthday to the talented Brad Bird. https://t.co/zAZQlhlqa4,Tue Sep 24 09:03:57 +0000 2024,797,6471,
1735,ART-PUT,"-

other cut👔

-

#京本大我 #ART_PUT https://t.co/C9lUvaD24C",Tue Sep 24 09:00:03 +0000 2024,7585,61315,
1736,Black Hole,"Alien like 
Colombian Purple Bloom Tarantula
By Sir-Kyle https://t.co/rJ7RMnRF03",Tue Sep 24 09:01:00 +0000 2024,39,291,
1737,Chocolate Heaven,Chocolate Donut 🍩 https://t.co/awH3RZWrUE,Tue Sep 24 09:00:28 +0000 2024,273,1791,
1738,Miss ADEL🦋🦚🌹,Congratulations to Vinicius Jnr for winning the Ballon D’or 😮‍💨 https://t.co/pQRCtwBlHv,Tue Sep 24 09:00:27 +0000 2024,240,6763,
1739,Vivid.🇮🇱,"Sky News really just hit a new low. They literally said Israel provoked Hezbollah, wow.

Since October 8th, Hezbollah has fired over 9,000 rockets toward Israeli civilians with no provocation whatsoever. Israel is literally defending itself.

Is this a bloody joke?! https://t.co/NJ6WnccqHG",Tue Sep 24 09:05:35 +0000 2024,284,951,
1740,Vineeta Singh 🇮🇳,"No Force, No coercion
Sanatan Dharma just embraces 🙏
This lady from Germany is proud to embrace sanatan Dharma 🙏 Wokes must listen to her! https://t.co/11H8Czd7Lr",Tue Sep 24 09:01:54 +0000 2024,1784,6952,
1741,CD2,Nigerian Police 4 hours after the robbery: https://t.co/avJ3uyZSO6,Tue Sep 24 09:04:43 +0000 2024,184,1766,
1742,Ashlea Simon,"Germany looks like a third world slum.
This is what happens when you become a nation of foreigners.
They ruin everything they touch.
Remigration now. https://t.co/6Edprwg5m4",Tue Sep 24 09:00:32 +0000 2024,223,864,
1743,Slice of Anime 🩵,Love Live Sunshine 💙🧡❤️ https://t.co/6dReJcLgCE,Tue Sep 24 09:00:00 +0000 2024,273,2834,
1744,Bayer 04 Leverkusen,He has no right to score from there. 😮‍💨🇳🇬 https://t.co/roYIvK1mOB,Tue Sep 24 09:04:00 +0000 2024,406,7257,
1745,Sphola,Kanye West is him 😭 https://t.co/LPGPJbKD5b,Tue Sep 24 09:03:19 +0000 2024,672,2824,
1746,Grymme 🔶💧,Playing~ https://t.co/CBLXqJPv8m https://t.co/VFI4S9weMj,Tue Sep 24 08:53:28 +0000 2024,2814,51004,
1747,olatundunnnn,"Biggest bell pepper harvest day 😭❤️
ever seen bell peppers as big as this ? 

why did this woman call me a celebrity farmer 😂🤭
3rd frame 🥹 https://t.co/vVRA5oNeiO",Tue Sep 24 09:01:50 +0000 2024,564,4951,
1748,Atulya,"99% emotional, only 1% sensational https://t.co/xDwCjrJ4lO",Tue Sep 24 08:47:30 +0000 2024,46,414,
1749,♡,need 🤍 https://t.co/ElPT42NYTC,Tue Sep 24 08:56:19 +0000 2024,535,5228,
1750,엘릿✨️,"The books appeard on ILLIT's ""I'LL LIKE YOU"" Brand film: 
Fresh Blood Syndrome, Curse of Vampire, ....

Wait a minute.... Vam ... Vampire 🦇?? https://t.co/zetMNGNTcn",Tue Sep 24 09:04:08 +0000 2024,753,4583,
1751,Joyner,"The most hated ballon d'or winner, I wonder why 

https://t.co/gAqEjHtl1M",Tue Sep 24 08:53:22 +0000 2024,49,404,
1752,@amuse,The video coming out of Philly last night is insane.. https://t.co/L5bXWGbPm0,Mon Sep 23 10:52:59 +0000 2024,10605,42186,
1753,Liam Gallagher,To all those SHITCUNTS who were crying about my ANGELIC TONES last night you ain’t real fans your just IMPOSTERS and if you do have tickets you wanna get rid off I’ll  gladly take them off your hands we don’t want the likes of you at our concerts nxt year any way LFUCKING,Sun Sep 22 14:13:48 +0000 2024,6398,85636,
1754,Sheila,They'd hate me so much coz I wouldn't let people touch me like this.,Tue Sep 24 08:58:10 +0000 2024,692,2751,
1755,Bitcoin Magazine,"BREAKING: 🇨🇳 China announces multiple rate cuts just after the FED cut rates 🇺🇸

We know what happens next 🚀 https://t.co/KnWr0vh0R3",Tue Sep 24 08:51:35 +0000 2024,2052,10955,
1756,Jo,Finally got my Harris/Walz hat!!! 💙 https://t.co/dpQ93xJHqh,Mon Sep 23 22:00:30 +0000 2024,2733,44142,
1757,Nature is Amazing ☘️,How is this not terrifying 😳 https://t.co/GaHLDlrzFx,Sat Sep 21 08:55:07 +0000 2024,3584,57734,
1758,Elon Musk,Don’t believe the media,Sun Sep 22 03:10:12 +0000 2024,74651,350638,
1759,Buitengebieden,"The cat, who learned that her owner was pregnant, waited impatiently for her new friend to come into the world.. 😊 https://t.co/suKwIP43tW",Sat Sep 21 11:26:31 +0000 2024,7526,115385,
1760,Marjorie Taylor Greene Press Release (Parody),YES or NO ? https://t.co/6AAzXtmJoQ,Mon Sep 23 02:33:04 +0000 2024,3021,41930,
1761,Nick Sortor,"🚨 NEW: An Ohio man pretending to be a woman has just been arrested after attempting to KIDNAP an 11 year old boy

Trans violence is WAY out of hand.

39 year old Joshua Freyermuth, who goes by “Vicki,” attempted to lure the boy away from his dog and grabbed him.

Luckily, the https://t.co/2F56NdxuwS",Mon Sep 23 15:03:39 +0000 2024,18846,41491,
1762,Europe Invasion,"Imam who lives in Ireland and is a parliamentary candidate:

“Allah commands Muslims to kill Christians and Jews, and if they do not convert to Islam, they must pay the jizya.”

What do you think?

 https://t.co/rj0OhKEh2K",Sun Sep 22 12:02:43 +0000 2024,10385,22497,
1763,WithAlvin 🇬🇭,"This is why we are calling to the president, chiefs, leaders and whatnot to help f!ght these inhumane degrading of our earth, water bodies and Ghana as a whole. This is saddening 😢 https://t.co/aA2ZgKa62r",Tue Sep 24 08:52:18 +0000 2024,99,593,
1764,The Intellectualist,"KAITLAN COLLINS: So you agree that people who break in and vandalize a building should be prosecuted?
 
JD VANCE: Yes

COLLINS: Ok, I'm just checking, because you helped raise money for people who did so on January 6. (May 2024) @atrupar https://t.co/00ORkzgAP0",Sat Sep 21 20:19:55 +0000 2024,20684,110774,
1765,internet hall of fame,POV: it's 2015 and every celebrity is doing the ice bucket challenge https://t.co/dGb9lo5J86,Sat Sep 21 08:00:13 +0000 2024,3227,54003,
1766,ประโยคจากหนังที่ฝังหัว,- Lady And The Tramp https://t.co/eFGxLwdBWJ,Tue Sep 24 08:45:35 +0000 2024,347,462,
1767,BIG DADDY,Delete two forever? https://t.co/2NPVH4P7VE,Tue Sep 24 08:38:35 +0000 2024,102,340,
1768,👑🅰️da🌹❤️🌹🇳🇬🇮🇪🇬🇧,Comment ur 𝕏 username let’s follow you👥,Tue Sep 24 08:44:00 +0000 2024,106,178,
1769,Mr. Tweet (Parody),"Can you..!! 
Which number is missing?? https://t.co/r4EhUey4t7",Tue Sep 24 08:42:37 +0000 2024,143,907,
1770,𝒂𝒖𝒕𝒖𝒎𝒏 𝒈𝒊𝒓𝒍,Fall vibes 🍁 https://t.co/9zJUFJ3aU4,Tue Sep 24 08:40:46 +0000 2024,489,3455,
1771,"DR22 Ω 🪬🎭 (🐬,🐬)","Stop telling everyone about every single thing you’re doing. Release that need for validation. It cheapens you, and is blasphemy against that which is personal and sacred.",Tue Sep 24 08:44:02 +0000 2024,2302,14061,
1772,moon babe 🌙🌴 geminis and scorpios' lawyer,me anytime I'm using my tarot cards https://t.co/5pWoJsHvU2,Tue Sep 24 08:43:13 +0000 2024,45,291,
1773,Benonwine,Absolutely YES 👇 https://t.co/zfyhuZAlct,Tue Sep 24 08:44:50 +0000 2024,2551,9123,
1774,Xpose Trophy Hunting,Happy #WorldRhinoDay (a bit late posting). A celebration of these majestic creatures that as a group have been on this earth for around 50 million years. Don't let greed &amp; ignorance write their obituary! We can't let #rhinos become ghosts of the bush. 🦏 https://t.co/kIgQr8Zj5z,Tue Sep 24 08:53:45 +0000 2024,218,492,
1775,Nagaraj Moger,userId or userID? Naming things eat our head😂 https://t.co/Rj3xs2aU7L,Tue Sep 24 08:47:14 +0000 2024,221,2532,
1776,olle_hudga_2.1,Her eyes in first 💀✅....after 🤡🥸❌ https://t.co/gSjSd7mDTP,Tue Sep 24 08:47:43 +0000 2024,67,830,
1777,Sky Sports Premier League,"🗣️ ""We are an honest team""

Pep Guardiola explains how he prepares his side to deal with teams that may try to time-waste 🔊 https://t.co/Bfb0pcJslZ",Tue Sep 24 08:37:25 +0000 2024,562,8145,
1778,sarah🎀,the girls on tiktok are having a psychosis https://t.co/t1WSq9vu53,Tue Sep 24 08:54:39 +0000 2024,184,7649,
1779,ULTRA MAGA KEVIN,Do you believe that America is currently under the occupation of a fascist cult led by the thugs below? https://t.co/wPSXgtVdA3,Tue Sep 24 08:38:09 +0000 2024,147,288,
1780,Benonwine,"Is this a Sercurity Threat and Risk?

YES or NO https://t.co/Pk6OSrKpGc",Tue Sep 24 08:48:50 +0000 2024,95,862,
1781,Riley 🌷,"Show me a better combo than this? 🫵😋

I’ll wait https://t.co/YGssIYduEg",Tue Sep 24 08:48:51 +0000 2024,171,1021,
1782,Marbardan Comics (COMMS OPEN AGAIN),"Here’s the gif of Morrigan and Spider-Man you asked for, Mr. Jameson… https://t.co/q07of6oQGf",Tue Sep 24 08:50:43 +0000 2024,2049,15768,
1783,Snowman 🇨🇦💙🇺🇲2024 BlueVotes No DM's,"Good Morning my Twitter friends and family with just over 40 days before you elect the 1st female President....I want you to know 
👇👇👇👇👇👇👇👇👇👇👇👇👇
⛄️💙⛄️💙⛄️💙⛄️💙⛄️💙⛄️💙⛄️ https://t.co/BpI14i2KRv",Tue Sep 24 08:50:47 +0000 2024,1643,7329,
1784,Open Source Intel,"Nasrallah, the ""defender of Lebanon,""  
You realize that you won’t be able to return the residents of southern Lebanon to their homes until the residents of northern Israel return to theirs, right? https://t.co/5VVYqu8pSI",Tue Sep 24 08:47:59 +0000 2024,1288,6924,
1785,INTERIOR HUB,This loft apartment is a bachelor's dream https://t.co/bu3CUEsG8e,Tue Sep 24 08:39:05 +0000 2024,86,832,
1786,TESLA CARS ONLY.⚡,THOUGHTS ON THIS TESLA? https://t.co/YclcEfGStL,Tue Sep 24 08:30:42 +0000 2024,305,1945,
1787,GRAYSONFIN,"Leon Sailor Kennedy 🌙

#LeonKennedy #SailorMoon #ResidentEvil https://t.co/OoFmtFCSfG",Tue Sep 24 08:30:50 +0000 2024,406,4311,
1788,⋆｡˚ iciel ☁︎ ˚｡⋆｡,"🦮 i don’t have a license but i’m thinking of starting to study for one

driver jake soon 🚘 https://t.co/ZV8uxuXwQK",Tue Sep 24 08:29:00 +0000 2024,626,2407,
1789,yovan 🇺🇬,One word for this kid 😂 https://t.co/tM6UVjPKM7,Tue Sep 24 08:30:41 +0000 2024,34,473,
1790,Jan Braai,"Unite around a fire, share &amp; celebrate our heritage and wave our flag! 🔥🇿🇦",Tue Sep 24 08:34:16 +0000 2024,218,1883,
1791,D.K.,"Animation-wise, which movies, from this year, do you guys are most hyped to watch ? https://t.co/8wbvpsHE9o",Tue Sep 24 08:35:38 +0000 2024,78,2179,
1792,Anabella💙❤,"Interviewer to kounde🗣️: If you move then you are not the best dressed soccer player in the world 

Kounde: https://t.co/hGcnGDCnUt",Tue Sep 24 08:34:35 +0000 2024,189,3754,
1793,Europe Invasion,"African immigrants received their documents in Spain. After the celebrations, they will come to Germany or France. https://t.co/CM23v5Os0u",Tue Sep 24 08:33:40 +0000 2024,1242,3926,
1794,Giant,Trend make up doraemon https://t.co/w0PZEldp59,Tue Sep 24 08:40:15 +0000 2024,13,194,
1795,Temi 💨,Bro thought he could escape from a prison 😭 https://t.co/xGtsTEPhsh,Tue Sep 24 08:41:39 +0000 2024,3858,29061,
1796,Sword of war,I'm currently following back everyone that follows me now guys🥰,Tue Sep 24 08:30:24 +0000 2024,98,138,
1797,San🤍BlankTheSeries,"Yoko wants to try boxing but feels uncomfortable because of the presence of guys in the gym...Faye looks like she just got an idea to open a gym or a boxing center for Yo.

#FayeYoko #YokoApasra #FayePeraya

https://t.co/IHu3H3yS4n",Tue Sep 24 08:40:38 +0000 2024,325,2460,
1798,Jinbase Indonesia 🇮🇩,"GUCCI OFFICIAL ON WEBSITE ✨

woahhh🥰🥰

FACE OF GUCCI JIN
JIN AT MILAN FASHION WEEK
#JinxGucciSS25 #GucciIstante
#GucciSS25 #Jin #BTSJIN @Gucci https://t.co/MwTzkDCpR5",Tue Sep 24 08:32:06 +0000 2024,93,165,
1799,astrology bot,"aries, you're too obsessed with them. focus on your own life.",Tue Sep 24 08:32:00 +0000 2024,486,6102,
1800,Eddie Deen,"The miraculous preservation of the Quran for over 1400 years, unchanged in its text, memorized entirely by millions today, confirmed by both believers and non Muslim scholars. A timeless message, still guiding millions. #Islam #Quran #DivineTruth",Tue Sep 24 08:41:43 +0000 2024,98,430,
1801,RT,"Biden’s China remarks caught on hot mic

More: https://t.co/vO0QPMeDfs https://t.co/IRzIPB0aTq",Tue Sep 24 08:40:00 +0000 2024,18,39,
1802,Jade,"“gaga is lazy, no new music since 2020 etc etc”

Gaga with DWAS, LG6.5, Joker &amp; LG7:

 https://t.co/xtLzCAAAK9",Tue Sep 24 08:42:58 +0000 2024,730,6744,
1803,mrsplaystuff,Slow motions are so dramatic https://t.co/Hb6db7MgYJ,Tue Sep 24 08:35:04 +0000 2024,133,1359,
1804,hourly freminet 🍉,BIG DAY FOR ANNOYING PEOPLE https://t.co/zH2HEX4LM2,Tue Sep 24 08:38:27 +0000 2024,549,3118,
1805,Fight With Memes,The public education model isn't great at teaching a child according to his bent. https://t.co/QLcnsV5J1Z,Tue Sep 24 08:29:00 +0000 2024,32,217,
1806,Pop Base,"Entrance for Sabrina Carpenter’s Short n’ Sweet tour. 

 https://t.co/tguum3Cr4h",Tue Sep 24 08:28:36 +0000 2024,1550,18552,
1807,BAMIDELE🕊,IPhone 16 camera is so clean https://t.co/6jOYcQKLk5,Tue Sep 24 08:24:41 +0000 2024,38,93,
1808,Academia Aesthetics,Perseus with the head of Medusa c. 1571 Benvenuto Cellini https://t.co/iRQ2iGHQwG,Tue Sep 24 08:20:10 +0000 2024,2229,14383,
1809,Rainy Nature,Have a lovely Noon https://t.co/TZvbMyVAKf,Tue Sep 24 08:20:07 +0000 2024,219,1031,
1810,Jack,When no redbull https://t.co/4McNWHJbgR,Tue Sep 24 08:33:32 +0000 2024,693,10706,
